DepaProvDIST,idh,esperanza,secundaria,tiempoedu,percapitaf
HUANUCO_LEONCIO PRADO_MARIANO DAMASO BERAUN,0.25,71.89,22.05,4.68,277.80
HUANUCO_LEONCIO PRADO_RUPA-RUPA,0.50,73.14,59.92,9.15,724.60
HUANUCO_MARANON_CHOLON,0.28,66.14,25.89,5.42,346.00
HUANUCO_MARANON_HUACRACHUCO,0.23,66.23,16.00,4.82,287.00
HUANUCO_MARANON_SAN BUENAVENTURA,0.16,71.21,10.71,3.12,175.30
HUANUCO_PACHITEA_CHAGLLA,0.25,71.52,17.80,4.10,326.20
HUANUCO_PACHITEA_MOLINO,0.19,73.50,18.90,2.90,213.90
HUANUCO_PACHITEA_PANAO,0.19,68.39,11.06,3.57,236.50
HUANUCO_PACHITEA_UMARI,0.21,73.09,16.32,3.65,227.80
HUANUCO_PUERTO INCA_CODO DEL POZUZO,0.27,70.36,11.68,4.97,422.80
HUANUCO_PUERTO INCA_HONORIA,0.31,72.17,32.47,6.07,341.30
HUANUCO_PUERTO INCA_PUERTO INCA,0.33,70.08,21.36,6.25,474.80
HUANUCO_PUERTO INCA_TOURNAVISTA,0.30,71.58,15.72,5.68,464.40
HUANUCO_PUERTO INCA_YUYAPICHIS,0.31,71.53,18.13,5.84,439.30
HUANUCO_YAROWILCA_APARICIO POMARES,0.20,73.80,23.14,4.25,151.30
HUANUCO_YAROWILCA_CAHUAC,0.30,74.28,46.15,7.24,232.50
HUANUCO_YAROWILCA_CHACABAMBA,0.32,76.35,49.18,7.32,241.50
HUANUCO_YAROWILCA_CHAVINILLO,0.18,70.04,25.01,4.59,118.30
HUANUCO_YAROWILCA_CHORAS,0.23,72.83,13.61,4.74,255.20
HUANUCO_YAROWILCA_JACAS CHICO,0.26,69.14,38.82,4.91,236.40
HUANUCO_YAROWILCA_OBAS,0.23,73.44,14.99,5.30,239.10
HUANUCO_YAROWILCA_PAMPAMARCA,0.23,72.65,33.47,5.12,172.10
ICA_CHINCHA_ALTO LARAN,0.47,80.06,61.84,8.68,537.90
ICA_CHINCHA_CHAVIN,0.43,77.20,38.16,8.26,583.20
ICA_CHINCHA_CHINCHA ALTA,0.53,79.90,76.60,10.56,632.50
ICA_CHINCHA_CHINCHA BAJA,0.51,80.75,70.14,8.93,615.30
ICA_CHINCHA_EL CARMEN,0.46,80.73,59.22,8.34,528.30
ICA_CHINCHA_GROCIO PRADO,0.48,81.32,66.71,9.09,532.40
ICA_CHINCHA_PUEBLO NUEVO,0.52,80.88,73.58,10.21,606.10
ICA_CHINCHA_SAN JUAN DE YANAC,0.34,77.02,50.22,7.44,287.30
ICA_CHINCHA_SAN PEDRO DE HUACARPANA,0.30,79.79,51.76,7.99,193.60
ICA_CHINCHA_SUNAMPE,0.52,81.32,75.48,9.53,607.30
ICA_CHINCHA_TAMBO DE MORA,0.51,79.06,72.33,9.61,599.70
ICA_ICA_ICA,0.60,79.43,83.08,12.04,786.30
ICA_ICA_LA TINGUINA,0.54,80.23,76.14,10.49,656.80
ICA_ICA_LOS AQUIJES,0.54,79.30,75.53,10.05,669.00
ICA_ICA_OCUCAJE,0.45,79.86,66.84,8.64,474.50
ICA_ICA_PACHACUTEC,0.53,79.72,71.02,9.75,683.30
ICA_ICA_PARCONA,0.53,80.03,73.99,10.59,617.50
ICA_ICA_PUEBLO NUEVO,0.53,79.42,80.72,10.36,614.10
ICA_ICA_SALAS,0.53,79.16,59.69,9.77,728.00
ICA_ICA_SAN JOSE DE LOS MOLINOS,0.52,78.58,72.82,9.13,675.70
ICA_ICA_SAN JUAN BAUTISTA,0.57,80.31,71.90,10.65,765.80
ICA_ICA_SANTIAGO,0.54,80.72,72.25,9.45,711.00
ICA_ICA_SUBTANJALLA,0.54,78.91,74.92,10.88,648.40
ICA_ICA_TATE,0.56,79.13,84.15,10.28,710.70
ICA_ICA_YAUCA DEL ROSARIO,0.38,78.51,64.76,7.29,347.40
ICA_NAZCA_CHANGUILLO,0.47,82.90,58.34,7.91,556.70
ICA_NAZCA_EL INGENIO,0.44,81.68,57.11,8.26,477.80
ICA_NAZCA_MARCONA,0.58,80.02,68.10,11.24,811.30
ICA_NAZCA_NAZCA,0.51,79.50,74.75,10.30,585.10
ICA_NAZCA_VISTA ALEGRE,0.50,82.13,74.86,9.47,554.40
ICA_PALPA_LLIPATA,0.49,81.70,58.07,8.87,620.50
ICA_PALPA_PALPA,0.52,81.18,70.81,9.81,636.20
ICA_PALPA_RIO GRANDE,0.51,81.28,75.93,8.64,605.50
ICA_PALPA_SANTA CRUZ,0.51,81.78,88.89,8.90,538.70
ICA_PALPA_TIBILLO,0.20,76.14,1.16,7.43,387.80
ICA_PISCO_HUANCANO,0.43,74.14,63.27,8.16,473.40
ICA_PISCO_HUMAY,0.42,73.51,61.11,8.13,468.40
ICA_PISCO_INDEPENDENCIA,0.41,75.65,58.94,8.46,424.80
ICA_PISCO_PARACAS,0.50,76.28,52.98,10.22,677.00
ICA_PISCO_PISCO,0.53,75.91,77.09,10.69,642.10
ICA_PISCO_SAN ANDRES,0.48,76.10,69.28,10.02,529.30
ICA_PISCO_SAN CLEMENTE,0.47,75.67,59.95,9.25,580.70
ICA_PISCO_TUPAC AMARU INCA,0.49,75.22,72.03,9.85,575.80
JUNIN_CHANCHAMAYO_CHANCHAMAYO,0.52,74.31,56.56,9.35,785.10
JUNIN_CHANCHAMAYO_PERENE,0.36,73.91,40.50,7.01,394.50
JUNIN_CHANCHAMAYO_PICHANAQUI,0.38,77.53,44.23,7.19,407.80
JUNIN_CHANCHAMAYO_SAN LUIS DE SHUARO,0.35,73.65,39.03,6.92,392.50
JUNIN_CHANCHAMAYO_SAN RAMON,0.51,73.98,65.49,8.91,728.90
JUNIN_CHANCHAMAYO_VITOC,0.50,72.34,51.27,8.04,873.30
JUNIN_CHUPACA_AHUAC,0.40,70.20,77.70,8.19,383.00
JUNIN_CHUPACA_CHONGOS BAJO,0.42,71.36,82.22,7.86,433.80
JUNIN_CHUPACA_CHUPACA,0.48,71.09,81.65,9.62,551.20
JUNIN_CHUPACA_HUACHAC,0.47,73.20,81.01,8.73,552.10
JUNIN_CHUPACA_HUAMANCACA CHICO,0.45,72.25,80.49,8.71,502.00
JUNIN_CHUPACA_SAN JUAN DE ISCOS,0.36,72.84,88.10,7.59,275.80
JUNIN_CHUPACA_SAN JUAN DE JARPA,0.23,74.54,57.20,7.69,107.50
JUNIN_CHUPACA_TRES DE DICIEMBRE,0.43,75.72,70.00,8.74,420.80
JUNIN_CHUPACA_YANACANCHA,0.27,70.71,52.15,6.43,189.00
JUNIN_CONCEPCION_ACO,0.29,73.21,68.75,6.49,196.80
JUNIN_CONCEPCION_ANDAMARCA,0.19,73.58,26.51,4.50,123.80
JUNIN_CONCEPCION_CHAMBARA,0.25,70.52,58.86,6.92,147.60
JUNIN_CONCEPCION_COCHAS,0.22,72.12,21.36,5.48,184.70
JUNIN_CONCEPCION_COMAS,0.34,72.23,47.55,6.21,353.00
JUNIN_CONCEPCION_CONCEPCION,0.51,68.51,75.17,10.06,701.10
JUNIN_CONCEPCION_HEROINAS TOLEDO,0.24,70.94,65.39,5.73,139.10
JUNIN_CONCEPCION_MANZANARES,0.41,74.36,83.87,8.92,358.80
JUNIN_CONCEPCION_MARISCAL CASTILLA,0.20,73.93,50.06,5.37,104.30
JUNIN_CONCEPCION_MATAHUASI,0.44,70.37,64.68,9.04,528.50
JUNIN_CONCEPCION_MITO,0.42,69.22,73.08,9.04,453.10
JUNIN_CONCEPCION_NUEVE DE JULIO,0.45,70.58,75.00,8.56,514.20
JUNIN_CONCEPCION_ORCOTUNA,0.40,76.44,67.96,7.90,375.80
JUNIN_CONCEPCION_SAN JOSE DE QUERO,0.22,72.97,54.10,6.19,115.30
JUNIN_CONCEPCION_SANTA ROSA DE OCOPA,0.44,70.70,71.05,8.15,512.90
JUNIN_HUANCAYO_CARHUACALLANGA,0.41,78.91,94.12,7.39,351.50
JUNIN_HUANCAYO_CHACAPAMPA,0.30,70.86,70.59,5.50,234.60
JUNIN_HUANCAYO_CHICCHE,0.31,71.15,72.22,5.38,266.40
JUNIN_HUANCAYO_CHILCA,0.50,72.67,76.97,9.64,614.30
JUNIN_HUANCAYO_CHONGOS ALTO,0.28,74.29,65.55,5.85,192.20
JUNIN_HUANCAYO_CHUPURO,0.38,70.79,64.30,6.97,393.20
JUNIN_HUANCAYO_COLCA,0.32,71.16,69.70,7.76,225.20
JUNIN_HUANCAYO_CULLHUAS,0.19,74.80,37.59,4.87,106.00
JUNIN_HUANCAYO_EL TAMBO,0.58,72.62,83.24,11.26,869.40
JUNIN_HUANCAYO_HUACRAPUQUIO,0.27,75.93,64.34,5.62,168.50
JUNIN_HUANCAYO_HUALHUAS,0.43,70.80,68.37,9.38,450.60
JUNIN_HUANCAYO_HUANCAN,0.43,70.77,77.81,8.69,451.50
JUNIN_HUANCAYO_HUANCAYO,0.56,70.95,81.47,11.04,810.00
JUNIN_HUANCAYO_HUASICANCHA,0.30,73.40,53.99,6.74,229.80
JUNIN_HUANCAYO_HUAYUCACHI,0.43,70.60,83.96,8.46,436.10
JUNIN_HUANCAYO_INGENIO,0.35,72.05,58.41,6.18,353.70
JUNIN_HUANCAYO_PARIAHUANCA,0.26,71.09,50.51,5.22,200.00
JUNIN_HUANCAYO_PILCOMAYO,0.51,71.25,81.25,9.83,654.80
JUNIN_HUANCAYO_PUCARA,0.33,70.17,55.62,6.80,299.00
JUNIN_HUANCAYO_QUICHUAY,0.35,72.54,51.49,6.76,356.80
JUNIN_HUANCAYO_QUILCAS,0.39,70.62,65.96,7.35,401.20
JUNIN_HUANCAYO_SAN AGUSTIN,0.50,71.19,82.99,9.51,618.70
JUNIN_HUANCAYO_SAN JERONIMO DE TUNAN,0.49,71.49,79.15,9.90,596.90
JUNIN_HUANCAYO_SANO,0.42,70.43,89.61,5.67,519.60
JUNIN_HUANCAYO_SANTO DOMINGO DE ACOBAMBA,0.27,70.99,27.24,8.56,210.70
JUNIN_HUANCAYO_SAPALLANGA,0.40,71.60,70.16,7.71,420.40
JUNIN_HUANCAYO_SICAYA,0.45,72.68,67.21,8.65,515.70
JUNIN_HUANCAYO_VIQUES,0.37,73.07,80.00,7.04,330.20
JUNIN_JAUJA_ACOLLA,0.38,71.15,71.08,8.03,361.30
JUNIN_JAUJA_APATA,0.37,69.26,66.68,7.50,360.20
JUNIN_JAUJA_ATAURA,0.50,70.19,95.45,9.66,605.40
JUNIN_JAUJA_CANCHAYLLO,0.30,67.14,45.33,7.45,251.50
JUNIN_JAUJA_CURICACA,0.40,68.00,62.52,7.25,484.10
JUNIN_JAUJA_EL MANTARO,0.48,74.09,85.48,9.49,529.80
JUNIN_JAUJA_HUAMALI,0.43,70.54,83.87,9.01,420.10
JUNIN_JAUJA_HUARIPAMPA,0.48,72.30,81.82,9.11,576.50
JUNIN_JAUJA_HUERTAS,0.39,69.91,65.74,9.03,365.70
JUNIN_JAUJA_JANJAILLO,0.23,69.78,54.57,5.21,141.50
JUNIN_JAUJA_JAUJA,0.53,69.53,77.31,10.67,746.70
JUNIN_JAUJA_JULCAN,0.39,70.92,53.16,8.48,405.60
JUNIN_JAUJA_LEONOR ORDONEZ,0.41,69.57,82.61,8.73,393.70
JUNIN_JAUJA_LLOCLLAPAMPA,0.37,67.77,64.32,7.65,384.30
JUNIN_JAUJA_MARCO,0.31,71.50,86.11,7.51,200.70
JUNIN_JAUJA_MASMA,0.31,68.15,68.42,7.44,233.00
JUNIN_JAUJA_MASMA CHICCHE,0.29,74.90,51.94,5.22,247.20
JUNIN_JAUJA_MOLINOS,0.31,72.78,41.47,6.80,268.10
JUNIN_JAUJA_MONOBAMBA,0.36,70.75,41.27,6.48,433.20
JUNIN_JAUJA_MUQUI,0.43,73.26,84.62,8.58,410.60
JUNIN_JAUJA_MUQUIYAUYO,0.46,74.15,59.59,8.60,566.50
JUNIN_JAUJA_PACA,0.32,72.05,50.16,6.61,282.30
JUNIN_JAUJA_PACCHA,0.35,69.43,62.19,7.38,331.40
JUNIN_JAUJA_PANCAN,0.43,67.79,70.83,8.40,504.80
JUNIN_JAUJA_PARCO,0.40,68.35,71.43,8.05,434.80
JUNIN_JAUJA_POMACANCHA,0.21,68.67,37.51,5.65,137.10
JUNIN_JAUJA_RICRAN,0.24,71.42,35.22,5.79,178.20
JUNIN_JAUJA_SAN LORENZO,0.40,73.10,57.90,8.54,405.30
JUNIN_JAUJA_SAN PEDRO DE CHUNAN,0.38,67.34,76.92,8.12,361.90
JUNIN_JAUJA_SAUSA,0.47,73.88,58.15,9.24,605.10
JUNIN_JAUJA_SINCOS,0.32,68.91,65.02,7.60,258.50
JUNIN_JAUJA_TUNAN MARCA,0.33,74.33,54.01,7.13,278.70
JUNIN_JAUJA_YAULI,0.40,68.13,80.00,7.71,414.90
JUNIN_JAUJA_YAUYOS,0.50,71.46,77.36,9.65,660.90
JUNIN_JUNIN_CARHUAMAYO,0.40,70.64,72.46,7.58,413.80
JUNIN_JUNIN_JUNIN,0.44,69.14,76.56,8.80,512.70
JUNIN_JUNIN_ONDORES,0.39,67.27,58.38,8.84,412.10
JUNIN_JUNIN_ULCUMAYO,0.24,68.63,41.43,5.00,196.60
JUNIN_SATIPO_COVIRIALI,0.31,72.59,50.37,6.84,244.40
JUNIN_SATIPO_LLAYLLA,0.26,72.25,28.53,6.25,212.90
JUNIN_SATIPO_MAZAMARI,0.38,74.82,67.65,6.91,353.80
JUNIN_SATIPO_PAMPA HERMOSA,0.31,74.81,40.64,6.17,287.80
JUNIN_SATIPO_PANGOA,0.22,73.26,6.49,6.91,252.00
JUNIN_SATIPO_RIO NEGRO,0.35,73.06,46.59,6.86,361.70
JUNIN_SATIPO_RIO TAMBO,0.26,78.09,23.09,5.64,230.60
JUNIN_SATIPO_SATIPO,0.42,71.05,44.01,8.53,559.20
JUNIN_TARMA_ACOBAMBA,0.40,72.44,70.38,7.93,402.00
JUNIN_TARMA_HUARICOLCA,0.24,74.88,35.10,5.76,166.70
JUNIN_TARMA_HUASAHUASI,0.32,73.95,39.38,6.06,313.00
JUNIN_TARMA_LA UNION,0.43,75.50,63.57,7.62,491.50
JUNIN_TARMA_PALCA,0.33,74.55,37.98,6.19,345.40
JUNIN_TARMA_PALCAMAYO,0.40,76.36,53.95,6.17,484.00
JUNIN_TARMA_SAN PEDRO DE CAJAS,0.30,77.94,44.26,6.19,232.00
JUNIN_TARMA_TAPO,0.23,75.57,29.90,5.04,170.40
JUNIN_TARMA_TARMA,0.50,72.30,69.46,9.72,663.00
JUNIN_YAULI_CHACAPALPA,0.42,74.30,83.33,7.08,437.20
JUNIN_YAULI_HUAY-HUAY,0.52,76.97,44.68,9.77,831.40
JUNIN_YAULI_LA OROYA,0.60,74.75,75.09,10.46,1001.60
JUNIN_YAULI_MARCAPOMACOCHA,0.45,76.50,53.05,8.03,574.90
JUNIN_YAULI_MOROCOCHA,0.63,79.07,59.76,10.13,1196.60
JUNIN_YAULI_PACCHA,0.51,75.06,66.69,9.34,712.50
JUNIN_YAULI_SANTA BARBARA DE CARHUACAYA,0.43,78.11,50.09,7.59,513.90
JUNIN_YAULI_SANTA ROSA DE SACCO,0.63,77.94,81.71,10.51,1009.90
JUNIN_YAULI_SUITUCANCHA,0.35,72.61,66.68,7.18,302.20
JUNIN_YAULI_YAULI,0.62,75.28,71.83,10.43,1074.90
LA LIBERTAD_ASCOPE_ASCOPE,0.44,74.75,70.90,8.87,451.20
LA LIBERTAD_ASCOPE_CASA GRANDE,0.54,76.36,74.15,9.79,732.40
LA LIBERTAD_ASCOPE_CHICAMA,0.48,75.62,72.65,8.65,577.10
LA LIBERTAD_ASCOPE_CHOCOPE,0.54,75.47,72.73,9.73,774.70
LA LIBERTAD_ASCOPE_MAGDALENA DE CAO,0.50,76.14,65.08,8.42,700.00
LA LIBERTAD_ASCOPE_PAIJAN,0.41,74.92,54.31,7.96,471.00
LA LIBERTAD_ASCOPE_RAZURI,0.45,74.78,52.48,8.55,583.60
LA LIBERTAD_ASCOPE_SANTIAGO DE CAO,0.53,76.54,79.64,9.61,664.50
LA LIBERTAD_BOLIVAR_BAMBAMARCA,0.16,80.62,12.05,4.26,105.80
LA LIBERTAD_BOLIVAR_BOLIVAR,0.19,75.08,15.96,5.82,136.80
LA LIBERTAD_BOLIVAR_CONDORMARCA,0.18,77.39,28.68,4.82,106.90
LA LIBERTAD_BOLIVAR_LONGOTEA,0.28,75.49,36.67,6.25,227.70
LA LIBERTAD_BOLIVAR_UCHUMARCA,0.26,77.19,43.73,6.58,161.00
LA LIBERTAD_BOLIVAR_UCUNCHA,0.17,79.55,10.36,5.51,111.90
LA LIBERTAD_CHEPEN_CHEPEN,0.50,76.83,69.88,9.02,619.60
LA LIBERTAD_CHEPEN_PACANGA,0.38,76.74,49.20,6.60,405.30
LA LIBERTAD_CHEPEN_PUEBLO NUEVO,0.40,76.76,58.26,7.29,419.50
LA LIBERTAD_GRAN CHIMU_CASCAS,0.32,72.02,34.34,6.25,358.10
LA LIBERTAD_GRAN CHIMU_LUCMA,0.17,71.77,16.96,5.52,113.10
LA LIBERTAD_GRAN CHIMU_MARMOT (COMPIN),0.23,70.61,26.37,5.00,187.60
LA LIBERTAD_GRAN CHIMU_SAYAPULLO,0.24,74.24,26.65,5.66,179.80
LA LIBERTAD_JULCAN_CALAMARCA,0.18,71.89,34.82,4.56,106.60
LA LIBERTAD_JULCAN_CARABAMBA,0.16,70.45,20.65,4.11,103.80
LA LIBERTAD_JULCAN_HUASO,0.15,70.85,14.52,4.06,108.80
LA LIBERTAD_JULCAN_JULCAN,0.17,70.48,22.32,4.59,111.60
LA LIBERTAD_OTUZCO_AGALLPAMPA,0.16,73.75,21.52,3.93,110.30
LA LIBERTAD_OTUZCO_CHARAT,0.22,73.94,27.85,4.72,171.60
LA LIBERTAD_OTUZCO_HUARANCHAL,0.18,73.44,16.88,5.11,128.40
LA LIBERTAD_OTUZCO_LA CUESTA,0.24,72.12,23.17,4.70,224.20
LA LIBERTAD_OTUZCO_MACHE,0.20,76.87,41.90,4.92,106.80
LA LIBERTAD_OTUZCO_OTUZCO,0.30,72.62,46.52,6.13,255.90
LA LIBERTAD_OTUZCO_PARANDAY,0.17,72.50,21.69,4.71,106.70
LA LIBERTAD_OTUZCO_SALPO,0.24,73.03,31.60,5.19,181.60
LA LIBERTAD_OTUZCO_SINSICAP,0.14,75.41,18.52,3.01,102.40
LA LIBERTAD_OTUZCO_USQUIL,0.15,74.34,16.13,3.72,104.60
LA LIBERTAD_PACASMAYO_GUADALUPE,0.45,79.37,63.15,8.27,509.90
LA LIBERTAD_PACASMAYO_JEQUETEPEQUE,0.44,78.84,56.36,7.48,515.30
LA LIBERTAD_PACASMAYO_PACASMAYO,0.53,79.39,74.34,10.41,638.40
LA LIBERTAD_PACASMAYO_SAN JOSE,0.43,81.50,50.58,7.24,511.60
LA LIBERTAD_PACASMAYO_SAN PEDRO DE LLOC,0.52,78.69,64.64,9.85,679.70
LA LIBERTAD_PATAZ_BULDIBUYO,0.19,72.55,30.31,5.07,117.20
LA LIBERTAD_PATAZ_CHILLIA,0.13,75.71,7.35,3.76,105.20
LA LIBERTAD_PATAZ_HUANCASPATA,0.17,78.24,22.69,4.32,104.50
LA LIBERTAD_PATAZ_HUAYLILLAS,0.19,72.15,33.49,5.49,106.40
LA LIBERTAD_PATAZ_HUAYO,0.14,70.00,9.95,3.91,103.30
LA LIBERTAD_PATAZ_ONGON,0.16,73.40,20.75,4.07,104.70
LA LIBERTAD_PATAZ_PARCOY,0.34,71.53,24.58,7.75,435.40
LA LIBERTAD_PATAZ_PATAZ,0.32,70.56,23.84,7.28,380.50
LA LIBERTAD_PATAZ_PIAS,0.27,75.22,34.99,4.98,251.00
LA LIBERTAD_PATAZ_SANTIAGO DE CHALLAS,0.15,76.67,9.96,4.42,108.80
LA LIBERTAD_PATAZ_TAURIJA,0.17,74.75,25.30,4.70,104.40
LA LIBERTAD_PATAZ_TAYABAMBA,0.19,70.96,36.50,5.04,109.10
LA LIBERTAD_PATAZ_URPAY,0.19,75.14,38.80,4.89,108.90
LA LIBERTAD_SANCHEZ CARRION_CHUGAY,0.09,77.40,6.90,2.03,103.00
LA LIBERTAD_SANCHEZ CARRION_COCHORCO,0.14,72.21,10.04,3.49,110.40
LA LIBERTAD_SANCHEZ CARRION_CURGOS,0.14,75.88,11.68,3.30,105.60
LA LIBERTAD_SANCHEZ CARRION_HUAMACHUCO,0.25,71.17,38.18,5.63,188.90
LA LIBERTAD_SANCHEZ CARRION_MARCABAL,0.13,76.99,15.69,2.56,102.60
LA LIBERTAD_SANCHEZ CARRION_SANAGORAN,0.09,72.17,3.11,2.47,102.10
LA LIBERTAD_SANCHEZ CARRION_SARIN,0.15,76.63,19.38,3.06,104.30
LA LIBERTAD_SANCHEZ CARRION_SARTIMBAMBA,0.14,71.84,12.13,3.29,106.50
LA LIBERTAD_SANTIAGO DE CHUCO_ANGASMARCA,0.31,79.02,23.08,6.55,322.40
LA LIBERTAD_SANTIAGO DE CHUCO_CACHICADAN,0.30,74.61,26.68,6.54,308.70
LA LIBERTAD_SANTIAGO DE CHUCO_MOLLEBAMBA,0.29,74.37,45.85,5.42,248.70
LA LIBERTAD_SANTIAGO DE CHUCO_MOLLEPATA,0.23,77.43,35.52,4.40,167.00
LA LIBERTAD_SANTIAGO DE CHUCO_QUIRUVILCA,0.33,74.82,35.00,6.76,353.90
LA LIBERTAD_SANTIAGO DE CHUCO_SANTA CRUZ DE CHUCA,0.20,74.82,19.36,4.54,161.80
LA LIBERTAD_SANTIAGO DE CHUCO_SANTIAGO DE CHUCO,0.26,73.41,27.88,5.71,232.60
LA LIBERTAD_SANTIAGO DE CHUCO_SITABAMBA,0.16,78.44,18.42,4.04,106.70
LA LIBERTAD_TRUJILLO_EL PORVENIR,0.46,77.35,56.32,8.28,565.70
LA LIBERTAD_TRUJILLO_FLORENCIA DE MORA,0.44,77.86,67.19,8.96,456.70
LA LIBERTAD_TRUJILLO_HUANCHACO,0.51,76.31,62.64,9.53,670.70
LA LIBERTAD_TRUJILLO_LA ESPERANZA,0.51,76.88,70.15,9.72,646.50
LA LIBERTAD_TRUJILLO_LAREDO,0.52,78.23,64.80,8.90,720.10
LA LIBERTAD_TRUJILLO_MOCHE,0.52,76.41,64.16,9.75,691.80
LA LIBERTAD_TRUJILLO_POROTO,0.32,76.48,48.75,6.34,275.60
LA LIBERTAD_TRUJILLO_SALAVERRY,0.46,76.68,69.89,9.61,487.10
LA LIBERTAD_TRUJILLO_SIMBAL,0.35,76.04,39.12,6.37,374.40
LA LIBERTAD_TRUJILLO_TRUJILLO,0.67,77.45,83.58,12.25,1113.40
LA LIBERTAD_TRUJILLO_VICTOR LARCO HERRERA,0.72,77.86,79.66,11.85,1453.70
LA LIBERTAD_VIRU_CHAO,0.38,76.10,38.02,6.98,455.40
LA LIBERTAD_VIRU_GUADALUPITO,0.36,75.55,43.88,6.19,393.70
LA LIBERTAD_VIRU_VIRU,0.40,75.40,46.85,7.16,470.50
LAMBAYEQUE_CHICLAYO_CAYALTI,0.47,79.14,69.65,8.26,527.50
LAMBAYEQUE_CHICLAYO_CHICLAYO,0.57,77.11,80.19,11.36,757.50
LAMBAYEQUE_CHICLAYO_CHONGOYAPE,0.45,77.52,59.91,8.08,541.30
LAMBAYEQUE_CHICLAYO_ETEN,0.42,79.91,61.80,7.42,429.90
LAMBAYEQUE_CHICLAYO_ETEN PUERTO,0.56,77.49,80.49,11.13,727.70
LAMBAYEQUE_CHICLAYO_JOSE LEONARDO ORTIZ,0.46,78.44,69.88,9.27,488.60
LAMBAYEQUE_CHICLAYO_LA VICTORIA,0.48,78.28,70.87,9.72,529.30
LAMBAYEQUE_CHICLAYO_LAGUNAS,0.45,77.72,66.06,8.08,512.10
LAMBAYEQUE_CHICLAYO_MONSEFU,0.38,79.75,58.57,7.54,342.00
LAMBAYEQUE_CHICLAYO_NUEVA ARICA,0.44,79.56,70.10,7.78,449.20
LAMBAYEQUE_CHICLAYO_OYOTUN,0.42,77.01,57.29,7.07,489.80
LAMBAYEQUE_CHICLAYO_PATAPO,0.46,78.63,60.88,8.08,547.80
LAMBAYEQUE_CHICLAYO_PICSI,0.36,78.37,70.12,8.60,253.30
LAMBAYEQUE_CHICLAYO_PIMENTEL,0.51,77.48,67.27,10.25,609.70
LAMBAYEQUE_CHICLAYO_POMALCA,0.48,79.53,65.37,8.96,573.50
LAMBAYEQUE_CHICLAYO_PUCALA,0.41,78.44,69.55,9.02,354.20
LAMBAYEQUE_CHICLAYO_REQUE,0.49,78.44,70.22,9.57,573.70
LAMBAYEQUE_CHICLAYO_SANA,0.46,78.07,65.69,8.30,519.70
LAMBAYEQUE_CHICLAYO_SANTA ROSA,0.34,76.53,58.44,7.51,274.70
LAMBAYEQUE_CHICLAYO_TUMAN,0.55,78.66,72.28,9.38,792.70
LAMBAYEQUE_FERRENAFE_CANARIS,0.16,71.31,20.41,3.57,123.80
LAMBAYEQUE_FERRENAFE_FERRENAFE,0.44,66.72,68.68,9.85,512.80
LAMBAYEQUE_FERRENAFE_INCAHUASI,0.17,75.27,20.09,4.19,120.50
LAMBAYEQUE_FERRENAFE_MANUEL ANTONIO MESONES MURO,0.37,68.53,56.37,6.93,428.10
LAMBAYEQUE_FERRENAFE_PITIPO,0.35,67.27,53.90,6.31,398.00
LAMBAYEQUE_FERRENAFE_PUEBLO NUEVO,0.38,68.78,58.38,8.85,390.30
LAMBAYEQUE_LAMBAYEQUE_CHOCHOPE,0.33,73.19,32.21,5.95,390.50
LAMBAYEQUE_LAMBAYEQUE_ILLIMO,0.39,73.90,65.00,7.79,366.20
LAMBAYEQUE_LAMBAYEQUE_JAYANCA,0.40,73.05,52.94,7.70,451.30
LAMBAYEQUE_LAMBAYEQUE_LAMBAYEQUE,0.47,72.43,67.32,9.80,554.80
LAMBAYEQUE_LAMBAYEQUE_MOCHUMI,0.37,74.43,54.37,7.13,358.60
LAMBAYEQUE_LAMBAYEQUE_MORROPE,0.28,73.51,34.62,5.34,267.00
LAMBAYEQUE_LAMBAYEQUE_MOTUPE,0.40,73.72,57.62,8.30,422.40
LAMBAYEQUE_LAMBAYEQUE_OLMOS,0.32,72.69,41.26,6.31,308.50
LAMBAYEQUE_LAMBAYEQUE_PACORA,0.38,72.92,56.25,7.76,376.10
LAMBAYEQUE_LAMBAYEQUE_SALAS,0.20,74.63,30.20,4.90,131.20
LAMBAYEQUE_LAMBAYEQUE_SAN JOSE,0.37,73.42,57.17,7.77,344.00
LAMBAYEQUE_LAMBAYEQUE_TUCUME,0.35,73.67,52.36,6.96,328.20
LIMA_BARRANCA_BARRANCA,0.53,79.77,67.12,9.50,698.00
LIMA_BARRANCA_PARAMONGA,0.55,80.00,69.20,9.12,776.60
LIMA_BARRANCA_PATIVILCA,0.50,81.15,59.52,7.98,666.30
LIMA_BARRANCA_SUPE,0.53,79.56,65.36,8.30,752.70
LIMA_BARRANCA_SUPE PUERTO,0.55,79.69,70.42,9.14,770.90
LIMA_CAJATAMBO_CAJATAMBO,0.38,69.68,43.67,7.87,462.60
LIMA_CAJATAMBO_COPA,0.25,71.50,60.12,5.90,150.20
LIMA_CAJATAMBO_GORGOR,0.24,69.63,40.60,7.74,145.30
LIMA_CAJATAMBO_HUANCAPON,0.38,72.90,66.72,7.25,370.20
LIMA_CAJATAMBO_MANAS,0.35,70.17,31.75,8.21,419.10
LIMA_CANETE_ASIA,0.54,78.89,57.74,9.26,816.00
LIMA_CANETE_CALANGO,0.54,79.62,72.23,8.57,756.50
LIMA_CANETE_CERRO AZUL,0.47,78.96,27.17,9.41,770.30
