pais,year,idnum,estratopri,estratosec,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,q1,q2,enc,perprov,distrito,segmento,persec,horaini,ls3,a4,soct1,soct2,idio1,idio2,cp2,cp4a,cp4,np1,np1b,np2,sgl1,sgl2,lgl3,muni5,muni6,muni11,muni15,cp5,cp6,cp6l,cp7,cp7l,cp8,cp8l,cp9,cp13,cp20,cp21,it1,mil6,mil5,l1,prot3,prot4,prot7,prot6,prot8,jc1,jc10,jc13,perjc15,jc15a,jc16a,vic1ext,vic1exta,vic2,vic2aa,aoj1,vic1hogar,arm2,vic40,vic41,vic43,vic44,vic45,vic101,vic102,vic103,vol207,vol206,vol202,vol203,vol204,vol205,aoj8,aoj11,aoj12,aoj17,aoj18,aoj20,aoj21,aoj22,b1,b2,b3,b4,b6,b10a,b11,b12,b13,b18,b20,b20a,b21,b21a,b31,b32,b33,b17,b43,b37,b47a,b48,n1,n3,n9,n11,n15,epp1,epp3,mil1,mil2,b3milx,mil3,mil4,m1,m2,sd2new2,sd3new2,sd6new2,pop101,pop107,pop113,eff1,eff2,ing4,dem23,ros1,ros2,ros3,ros4,ros6,cct3,gen1,gen6,rac2a,mil7,w14a,pn4,pn5,e5,e8,e11,e15,e14,e3,e16,d1,d2,d3,d4,d5,d6,d7,d8,dem2,dem11,aut1,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,exc7mil,vb1,vb2,vb3,cv2,vb10,vb11,pol1,vb20,pp1,pp2,perw1,vb50,vb51,vb52,vb53,rac1ca,ab1,ab2,ab5,soc1,soc2a,soc2b,soc3,soc4,soc5,soc6,soc7,soc8,soc9,soc10,soc11,soc12a,soc12b,vb22,snw1a,snw1b,for1,for2,for3,for4,for5,for6,for7,for8,for9a,for9b,for9c,for9d,mil10a,mil10b,mil10c,mil10d,mil10e,mil11a,mil11b,mil11c,mil11d,mil11e,cct1new,cct1b,ed,ed2,edpadre,mov1,q2d,q2m,q2y,q3c,q5a,q5b,mil8,ocup4a,ocup1a,q10new,q10g,q10a,q14,q10d,q10e,fs2,fs8,q11,gen10,q12c,q12,q12b,etid,leng1,leng4,www1,gi0,gi1,gi4,gi7,r1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r16,r26,colorr,horafin,ti,intid,sexi,colori,wt,weight1500,odd,muni10
11,2012,634,1105,2,80,1119,1147,189,1,3,1,2401,1,70,634,1901,51,7,60,14.39,2,5,3,1,4,3,2,2,2,1,3,2,4,4,2,0,0,4,1,2,4,999999,2,1,2,1,4,4,999999,988888,4,4,2,6,1,1,2,2,2,2,2,2,2,1,2,1,1,8,1,1,2,1,1,1,1,1,999999,2,1,3,1,2,3,3,3,3,1,4,4,3,2,3,6,2,1,3,2,4,5,1,3,2,2,1,1,1,1,3,2,1,4,2,6,2,2,3,2,2,1,1,2,2,1,1,2,1,3,4,4,4,4,3,3,3,3,4,3,3,5,2,2,6,4,7,5,999999,999999,999999,999999,999999,999999,999999,999999,8,8,5,4,1,1,9,7,6,5,4,1,999999,999999,999999,2,1,2,1,0,0,999999,999999,999999,0,999999,0,1,1,1,1,1101,1,2,999999,3,3,4,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,1,1,4,2,2,1,10,3,2,2,1,1,1,1,3,4,3,3,3,1,3,1,1,1,2,2,16,0,1,5,23,12,1941,888888,888888,3,2,6,999999,8,8,2,2,3,2,0,0,2,5,6,6,0,2,1101,2,5,1,1,1,130,1,0,0,1,0,0,0,0,1,0,0,999999,1,1,4,15.37,58,121,1,4,1,1,0,999999
11,2012,371,1102,1,58,1111,1125,146,1,2,1,2601,2,18,371,1101,29,28,28,16.1,2,11,3,2,4,3,2,2,2,2,4,2,5,5,2,0,0,4,0,4,3,1,4,999999,4,999999,4,4,4,4,3,3,2,7,2,999999,999999,2,2,888888,888888,888888,888888,888888,888888,2,999999,999999,999999,999999,2,2,0,0,0,0,999999,1,1,1,2,1,2,1,1,2,1,3,4,2,2,2,4,2,3,3,3,3,7,3,4,4,4,2,5,3,3,5,3,3,3,4,5,3,3,3,4,3,4,4,4,4,4,5,5,5,4,5,2,3,2,2,2,5,3,3,3,3,988888,988888,4,6,7,7,6,3,3,3,3,5,1,2,2,7,7,7,1,1,1,1,888888,888888,888888,3,6,4,3,7,888888,1,2,0,0,0,999999,999999,999999,0,999999,1,3,2,1,1,1102,1,2,999999,3,3,2,2,2,3,3,888888,4,888888,3,1,2,988888,5,7,2,1,2,2,3,1,1,1,2,7,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,4,4,3,9,2,1993,1,5,2,3,5,999999,7,999999,2,2,2,2,999999,999999,3,999999,5,1,1,2,1101,2,3,2,888888,1,888888,1,0,0,1,0,0,0,0,1,1,0,999999,0,0,5,16.52,42,47,2,4,1,1,1,999999
11,2012,1291,1103,1,20,1115,1101,54,1,1,1,2101,1,46,1291,1501,101,31,14,15.25,2,5,3,2,3,1,2,2,2,2,3,2,3,4,2,0,2,3,2,4,1,1,3,1,4,999999,4,4,999999,2,3,4,2,8,2,999999,999999,2,2,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,0,1,0,1,1,3,1,1,2,3,3,3,2,4,3,1,2,3,2,2,3,4,4,4,4,3,5,5,3,3,3,5,3,5,4,5,999999,3,6,4,5,4,2,3,4,2,2,3,4,4,4,3,4,5,3,4,3,3,3,4,4,4,4,5,3,5,5,4,4,5,4,7,6,3,4,4,1,2,2,6,7,6,3,2,4,3,9,2,3,2,1,2,7,7,3,1,1,0,0,0,999999,0,999999,0,0,1,1,1,1,1,1101,1,1,1101,3,3,4,2,2,3,1,1,3,1,3,3,3,1,1,7,2,3,2,2,2,1,2,4,2,1,9,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,0,1,3,10,10,1965,1,2,1,3,1,4,7,7,2,2,3,2,999999,999999,3,999999,5,3,2,2,1101,1,3,1,1,2,888888,1,1,0,1,1,0,0,0,1,1,0,999999,0,1,6,16.2,55,85,2,4,1,1,1,999999
11,2012,1194,1103,1,13,1115,1101,33,1,1,1,2201,1,29,1194,1501,94,1,29,18,2,5,3,2,3,1,2,2,2,2,3,1,3,2,2,0,1,3,1,4,3,1,4,999999,4,999999,4,4,999999,2,3,3,3,5,2,999999,999999,2,2,2,1,1,1,1,1,2,999999,999999,999999,999999,2,1,1,0,0,0,0,1,1,2,1,1,3,2,3,3,2,2,2,3,3,1,2,2,3,5,4,4,3,6,4,7,3,4,6,6,3,4,3,5,999999,3,6,5,4,4,2,3,2,1,4,2,3,7,5,6,5,5,3,4,2,3,988888,888888,3,4,2,4,6,888888,5,5,4,5,5,999999,999999,999999,999999,999999,999999,999999,999999,9,7,7,6,2,3,4,9,3,2,3,2,999999,999999,999999,2,1,2,0,0,0,999999,0,999999,0,999999,988888,1,1,1,1,1103,2,2,999999,3,3,4,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,999999,4,2,888888,888888,10,3,888888,2,1,1,1,1,988888,988888,988888,888888,888888,2,3,3,3,2,2,2,10,888888,888888,3,26,9,1982,1,3,2,3,1,1,8,8,2,2,3,1,1,0,1,999999,4,0,999999,2,1101,1,3,1,1,1,130,1,1,1,1,0,0,0,0,0,0,0,999999,0,1,5,18.5,50,85,2,4,1,1,0,0
11,2012,1421,1103,1,26,1115,1101,71,1,1,1,2101,2,54,1421,1501,107,35,147,13.15,2,5,3,2,4,2,2,2,2,2,4,2,4,2,2,0,0,4,1,4,2,1,3,1,4,999999,4,4,4,4,2,3,2,888888,1,4,2,1,2,2,1,1,1,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,999999,1,1,1,1,1,1,1,1,888888,1,3,4,3,3,2,2,2,3,3,3,4,5,3,5,4,3,3,4,1,1,4,3,1,999999,5,7,6,5,5,3,3,3,3,4,3,3,7,7,6,888888,888888,3,3,2,2,2,2,1,1,3,3,6,1,6,6,7,7,7,4,1,6,5,4,1,2,2,9,9,9,6,3,1,2,6,6,6,6,888888,1,10,1,2,2,2,0,0,0,999999,999999,999999,0,0,0,3,2,1,1,1102,2,2,999999,4,888888,4,2,2,4,888888,888888,4,2,2,1,1,1,5,6,2,1,2,888888,1,1,2,1,2,1,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,5,1,3,4,5,9,1957,2,3,1,3,5,999999,9,999999,2,2,3,2,999999,999999,2,1,3,6,0,2,1101,1,5,1,1,1,888888,1,1,0,1,0,0,0,0,0,0,0,999999,0,0,3,14.2,65,96,2,3,1,1,1,999999
11,2012,1277,1103,1,19,1107,1101,47,1,1,1,1901,1,18,1277,701,100,21,12,18.2,2,5,3,2,3,2,2,2,2,2,888888,2,3,888888,888888,0,1,3,2,4,2,1,4,999999,4,999999,4,4,999999,4,3,3,2,7,2,999999,999999,2,2,1,1,1,1,988888,888888,2,999999,999999,999999,999999,1,2,1,1,0,0,999999,1,1,2,1,1,2,2,2,3,1,2,1,2,2,1,2,3,3,4,888888,888888,888888,6,5,7,4,4,4,5,3,6,4,5,5,5,6,5,4,4,4,888888,3,2,4,888888,4,6,6,5,6,7,3,3,2,3,988888,5,5,7,2,3,888888,888888,6,6,6,6,6,5,6,7,7,6,888888,3,2,7,6,5,4,3,3,2,888888,888888,888888,888888,888888,5,7,7,888888,1,1,0,0,0,999999,999999,999999,999999,999999,988888,1,1,1,2,999999,1,2,999999,4,988888,4,2,2,3,3,3,3,2,2,2,3,1,8,1,2,1,2,3,888888,888888,2,5,2,2,9,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,3,3,3,21,5,1993,1,3,3,3,7,999999,988888,999999,1,1,3,3,999999,999999,1,999999,5,0,999999,2,1101,1,2,1,888888,1,2,1,0,0,1,0,1,0,0,1,1,0,999999,0,1,5,19.1,50,85,2,4,1,1,1,999999
11,2012,305,1102,2,53,1115,1122,136,1,3,1,2801,2,43,305,1505,24,3,66,13.56,3,4,3,1,3,2,2,2,2,2,4,2,3,888888,2,0,0,4,0,3,4,999999,2,1,3,1,3,4,4,4,4,3,2,7,2,999999,999999,2,2,2,1,1,2,2,2,1,3,8,1,1,1,1,1,1,0,0,0,1,1,2,2,2,2,2,2,2,1,3,4,3,2,3,6,2,2,4,3,5,5,2,3,4,1,1,3,2,2,3,2,1,6,2,6,2,5,4,6,4,2,2,2,2,2,4,4,2,4,5,3,4,3,3,3,3,6,2,2,3,7,5,2,6,6,7,6,3,2,5,6,6,1,2,3,9,9,6,2,2,2,2,2,2,5,5,9,2,10,2,3,1,2,0,0,0,999999,0,0,0,0,0,1,1,1,1,1101,2,2,999999,4,988888,4,2,2,3,1,2,3,1,2,1,2,1,1,5,2,1,2,2,2,1,2,1,2,1,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,16,4,5,4,18,4,1968,1,4,1,3,1,1,9,4,2,2,4,2,999999,999999,3,999999,3,1,1,2,1101,2,1,1,1,1,888888,1,1,0,1,0,1,0,0,1,1,1,1,1,1,4,14.52,56,90,2,4,1,1,1,999999
11,2012,488,1104,2,68,1116,1135,166,1,3,1,2101,2,30,488,1602,39,3,79,18.03,1,1,3,2,3,1,2,2,2,2,3,2,2,3,888888,0,2,2,2,4,1,1,2,1,4,999999,4,4,4,4,3,3,2,888888,2,999999,999999,2,2,2,1,1,2,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,999999,1,1,2,2,2,888888,1,2,3,1,2,1,4,2,2,888888,2,3,6,4,4,3,5,4,4,4,3,6,1,4,5,4,4,1,6,7,7,4,6,3,4,4,4,4,3,2,6,7,6,4,7,3,3,2,2,2,2,1,3,2,3,5,888888,4,6,6,7,7,999999,999999,999999,999999,999999,999999,999999,999999,6,6,5,4,2,3,3,7,7,8,6,4,999999,999999,999999,2,2,2,0,0,0,999999,999999,999999,0,0,0,1,1,1,1,1101,1,2,999999,3,3,3,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,999999,1,4,999999,4,888888,3,4,2,1,1,1,1,3,4,4,3,2,1,1,3,3,1,2,2,11,888888,8,4,17,5,1981,1,2,1,3,5,999999,7,999999,2,2,2,1,0,0,3,999999,4,2,2,2,1101,1,3,1,888888,1,888888,1,0,0,1,0,0,0,1,1,0,0,999999,1,1,4,18.51,48,150,1,7,1,1,0,999999
11,2012,357,1102,1,55,1104,1124,140,1,2,1,2401,2,26,357,401,28,16,28,12.1,1,5,2,2,2,2,2,2,2,2,4,2,5,5,2,0,0,4,0,4,1,1,3,1,4,999999,4,4,4,4,4,4,4,5,2,999999,999999,2,2,2,1,1,1,1,1,2,999999,999999,999999,999999,2,2,0,0,1,0,999999,1,1,4,1,1,1,2,2,2,1,2,4,2,2,3,6,2,4,6,2,6,3,4,4,4,2,2,1,1,1,4,3,2,1,2,6,6,6,4,3,2,4,4,3,3,2,3,4,3,4,4,2,4,2,3,3,4,3,4,4,4,7,4,4,3,4,5,5,4,1,4,1,3,2,2,2,10,10,10,1,1,1,1,5,4,2,4,3,5,6,2,2,1,2,0,0,0,0,999999,999999,0,0,0,1,1,1,1,1102,2,2,999999,4,3,4,2,2,4,3,3,4,888888,2,1,2,1,7,1,3,2,2,2,3,1,2,1,2,1,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,4,4,3,14,9,1985,1,2,1,3,5,999999,888888,999999,2,2,2,2,999999,999999,2,1,3,1,1,2,1101,1,4,1,1,1,120,1,1,1,1,0,1,1,0,1,1,0,999999,0,1,3,12.59,49,22,2,4,1,1,1,999999
11,2012,280,1102,3,51,1111,1120,132,1,4,1,2101,1,24,280,1101,22,2,9,11.35,1,13,2,1,3,1,2,2,2,2,3,2,2,2,1,0,2,4,2,3,3,1,3,1,4,999999,4,4,999999,3,2,888888,1,3,2,999999,999999,2,1,2,1,1,1,2,2,2,999999,999999,999999,999999,1,1,0,0,0,0,999999,1,2,2,1,1,2,1,1,3,2,2,2,3,2,2,4,1,1,4,5,4,4,3,3,5,3,3,7,2,2,4,5,5,4,3,7,5,4,3,4,4,3,4,3,3,4,3,4,2,3,3,3,4,2,2,2,3,2,3,1,5,7,5,6,6,6,6,7,999999,999999,999999,999999,999999,999999,999999,999999,10,10,6,1,1,5,7,5,6,5,5,5,999999,999999,999999,2,2,2,0,0,0,999999,999999,999999,0,999999,0,1,2,1,1,1102,2,2,999999,2,3,4,2,2,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,2,999999,4,2,2,888888,4,2,3,3,888888,888888,888888,888888,2,3,3,2,2,2,888888,888888,888888,1,2,2,16,8,8,3,24,5,1987,1,4,3,3,3,999999,14,999999,2,2,1,1,0,0,2,1,8,1,1,2,1101,1,1,1,1,1,132,1,1,1,1,0,1,0,1,1,1,1,1,0,1,6,12.07,32,47,2,4,1,1,0,999999
11,2012,233,1101,1,48,1120,1117,123,1,2,1,2601,1,39,233,2001,19,25,39,9.3,2,5,4,2,3,2,2,2,1,2,4,1,4,3,2,0,0,4,0,4,4,999999,2,2,4,999999,4,4,999999,4,4,3,2,888888,2,999999,999999,1,2,1,1,1,1,2,2,1,1,3,3,1,2,1,1,1,1,0,0,2,1,1,1,888888,888888,1,1,3,2,4,1,1,3,3,2,1,3,2,2,2,2,2,2,3,1,3,5,1,1,1,1,1,1,6,7,6,4,2,2,2,3,4,4,4,4,6,6,6,6,6,5,5,4,2,4,2,6,3,2,1,3,5,5,4,2,7,6,5,4,6,6,7,2,3,2,6,6,6,2,2,2,6,3,3,3,3,6,1,7,4,1,2,2,1,0,0,0,0,0,999999,999999,0,1,2,1,1,1102,1,2,999999,4,1,4,2,2,3,1,2,3,1,2,1,2,1,1,5,3,1,2,1,3,2,2,1,2,1,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,0,1,5,8,4,1972,1,3,1,3,1,4,3,3,2,1,3,2,999999,999999,5,999999,5,3,1,2,1101,1,5,1,2,2,105,1,0,0,1,0,0,0,0,1,1,0,999999,0,1,3,10.25,55,124,2,5,1,1,1,0
11,2012,1387,1103,1,23,1115,1101,65,1,1,1,2001,2,48,1387,1501,104,5,5,10.43,1,1,4,3,4,3,2,2,2,2,4,2,4,4,2,0,0,4,0,4,1,1,4,999999,4,999999,4,4,4,4,4,4,4,5,2,999999,999999,2,2,2,1,1,1,2,2,1,1,1,4,2,1,2,1,1,0,0,999999,1,1,4,1,1,2,3,1,1,2,4,1,1,2,3,2,1,2,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,999999,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,3,3,1,1,1,1,1,1,1,7,7,7,7,7,7,4,1,1,3,1,4,4,8,8,5,1,1,1,3,5,7,5,3,5,1,3,1,888888,2,2,1,0,0,999999,999999,999999,0,999999,0,1,1,2,2,999999,1,2,999999,4,4,4,2,2,3,1,888888,3,2,2,1,3,1,2,1,2,1,2,4,2,1,2,1,2,1,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,1,2,4,4,4,1963,12,1,1,3,7,999999,988888,999999,2,2,2,3,999999,999999,2,1,6,6,0,3,1101,1,4,1,1,1,888888,0,0,0,1,0,0,0,0,1,1,0,999999,0,1,4,11.31,48,90,2,4,1,1,1,999999
11,2012,352,1102,1,57,1104,1124,144,1,2,1,2401,1,26,352,401,26,23,18,13.48,1,1,3,1,3,1,2,2,2,888888,4,2,3,4,2,0,0,4,0,3,2,1,4,999999,4,999999,4,4,999999,2,2,2,2,5,2,999999,999999,1,2,2,1,1,1,2,2,2,999999,999999,999999,999999,2,888888,1,0,0,0,0,2,1,2,2,2,3,3,2,2,988888,2,4,2,3,3,6,2,2,2,1,1,1,1,4,4,3,2,3,1,2,6,4,3,2,3,7,5,6,7,4,6,5,3,5,2,1,3,3,3,1,1,2,3,3,2,3,1,1,2,3,3,7,7,6,5,3,7,3,999999,999999,999999,999999,999999,999999,999999,999999,5,9,4,3,1,1,8,5,10,4,4,8,999999,999999,999999,2,2,2,0,0,0,0,0,999999,0,999999,0,2,2,1,1,1101,1,2,999999,3,4,4,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,1,1,1,2,999999,1,10,2,3,2,888888,2,1,888888,2,888888,4,888888,3,2,888888,888888,888888,2,2,2,11,3,4,4,20,8,1985,1,3,1,3,1,4,10,8,2,2,2,2,0,0,3,999999,2,0,999999,2,1101,2,2,1,1,1,120,1,0,0,1,1,0,0,0,1,1,1,0,1,1,6,14.3,42,20,2,3,1,1,0,999999
11,2012,1317,1103,1,20,1115,1101,51,1,1,1,2201,1,46,1317,1501,101,71,132,12.3,2,5,2,2,3,2,2,2,2,2,2,1,3,3,2,0,1,4,2,4,1,1,4,999999,4,999999,4,4,999999,4,3,3,3,5,2,999999,999999,2,1,2,1,1,2,1,2,1,1,1,3,2,2,1,1,1,1,1,0,1,1,1,1,1,2,3,3,3,2,3,4,3,1,3,6,2,3,4,4,5,6,2,4,5,5,5,2,2,3,5,4,5,999999,4,7,4,4,5,6,4,6,4,7,5,2,5,5,3,2,3,2,2,3,2,888888,3,2,1,4,5,6,1,2,5,5,7,7,3,2,5,4,7,1,3,3,10,10,10,3,1,1,2,8,8,6,6,8,9,10,1,2,1,2,0,0,0,0,0,999999,0,999999,0,2,2,1,1,1101,2,1,77,2,2,3,2,1,3,3,1,3,888888,2,3,1,1,1,8,2,1,2,4,2,2,1,6,2,4,7,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,14,2,2,3,31,3,1965,5,2,2,3,1,4,10,6,2,2,3,2,999999,999999,1,999999,3,0,999999,2,1101,2,2,1,1,1,120,1,1,0,1,0,0,0,0,1,1,0,999999,0,1,5,13.3,60,988888,2,4,1,1,1,0
11,2012,1256,1103,1,17,1107,1101,42,1,1,1,2101,1,19,1256,701,98,52,18,16.15,2,5,3,1,3,2,2,2,2,2,4,2,2,3,2,0,1,3,2,3,4,999999,4,999999,4,999999,4,4,999999,4,3,3,1,8,2,999999,999999,2,2,1,1,1,1,2,2,2,999999,999999,999999,999999,2,1,1,1,0,1,0,1,2,3,1,2,1,1,1,3,1,2,4,1,3,2,6,2,3,3,4,3,3,2,2,3,2,2,6,1,1,4,2,6,7,3,7,5,3,5,3,3,3,2,3,3,2,3,3,3,7,7,3,3,2,2,3,3,3,4,3,2,3,4,1,7,7,7,7,999999,999999,999999,999999,999999,999999,999999,999999,10,6,6,4,5,4,10,6,6,4,2,1,999999,999999,999999,3,1,1,0,0,0,999999,0,999999,999999,999999,0,1,2,1,1,1103,1,2,999999,4,3,3,2,2,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,999999,888888,999999,999999,888888,4,888888,999999,2,888888,888888,888888,888888,888888,888888,888888,888888,888888,888888,888888,888888,888888,888888,2,2,11,4,4,5,2,2,1992,1,5,1,3,1,4,12,8,2,1,2,3,0,0,1,999999,6,0,999999,2,1101,1,2,2,1,1,120,1,1,1,1,0,1,1,0,1,1,1,1,0,1,4,17.05,50,95,2,4,1,1,0,999999
11,2012,789,1106,1,93,1102,1160,215,1,2,1,2501,2,51,789,201,64,1,8,17,2,13,3,2,3,2,2,1,2,2,3,1,3,4,2,0,1,4,1,3,4,999999,4,999999,4,999999,4,4,4,4,3,2,2,5,2,999999,999999,1,2,2,2,2,2,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,999999,1,2,3,1,2,2,1,1,1,1,3,3,2,2,3,2,1,2,3,2,2,2,2,2,7,3,4,5,2,2,5,4,2,1,5,5,5,5,5,3,4,3,2,5,3,2,5,5,4,1,1,2,3,888888,2,2,2,1,1,3,2,5,2,6,6,5,7,6,3,2,5,5,2,1,2,2,10,10,5,5,5,2,2,10,3,3,3,2,2,5,1,2,1,2,0,0,0,0,999999,0,0,0,0,1,1,1,1,888888,2,2,999999,3,4,4,2,2,3,1,3,3,2,3,3,3,888888,1,7,1,1,2,888888,2,1,2,888888,2,3,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,2,1,3,5,10,1960,1,3,2,3,5,999999,3,999999,2,2,3,2,999999,999999,2,1,2,2,0,2,1101,1,5,2,1,1,120,1,1,0,1,0,0,0,0,1,1,0,999999,0,1,3,17.4,40,1,1,5,1,1,1,0
11,2012,1371,1103,1,22,1115,1101,63,1,1,1,2101,2,47,1371,1501,103,5,47,10.37,1,3,3,2,3,2,2,2,2,2,888888,2,3,2,2,0,0,3,1,4,3,1,3,1,4,999999,4,4,4,3,1,3,1,5,2,999999,999999,1,2,2,1,1,1,2,2,2,999999,999999,999999,999999,1,1,0,0,0,1,0,1,1,4,2,2,3,2,2,3,2,3,4,3,1,1,6,3,5,3,1,2,3,4,1,3,4,3,3,2,2,3,3,2,999999,4,7,5,3,6,3,3,1,2,2,1,1,2,3,3,3,5,3,3,2,3,2,2,2,5,1,6,5,4,1,6,6,5,6,6,2,6,7,6,1,3,2,5,10,5,1,1,1,7,2,3,1,1,6,6,8,1,2,1,1,0,0,0,0,0,999999,0,0,0,1,1,1,1,1102,1,2,999999,4,3,1,2,2,3,1,2,3,2,2,1,1,3,1,5,3,1,1,3,1,2,2,1,2,2,7,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,17,2,3,2,11,3,1964,1,4,1,3,1,4,10,7,1,2,1,1,999999,999999,2,4,6,4,2,2,1101,1,5,2,1,1,888888,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,11.24,47,90,2,4,1,1,1,999999
11,2012,1416,1103,1,25,1115,1101,70,1,1,1,2501,2,26,1416,1501,106,35,7,18.56,2,5,3,2,3,2,2,2,2,2,888888,2,3,888888,2,0,1,3,2,4,4,999999,4,999999,4,999999,4,4,4,4,2,3,2,5,2,999999,999999,2,2,2,1,1,1,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,999999,1,1,1,2,1,3,1,1,1,1,3,4,3,3,3,4,2,3,4,3,6,4,3,3,4,1,3,4,1,3,5,3,1,999999,3,7,3,3,5,4,3,3,3,4,3,3,4,5,3,3,3,3,3,3,3,3,3,3,1,3,3,7,6,3,7,7,7,7,999999,999999,999999,999999,999999,999999,999999,999999,5,5,5,1,1,3,5,3,6,3,5,6,999999,999999,999999,2,2,2,0,0,0,999999,999999,999999,0,999999,0,2,2,1,1,1103,1,2,999999,4,3,4,2,2,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,2,3,888888,4,2,3,2,2,888888,1,1,1,3,888888,888888,888888,3,888888,888888,888888,888888,1,2,2,11,2,888888,3,4,9,1985,1,4,2,2,5,999999,9,999999,2,2,1,1,0,0,3,999999,3,1,1,2,1101,1,2,1,1,1,130,1,1,1,1,0,1,0,0,1,1,0,999999,0,1,4,19.41,45,95,2,4,1,1,0,999999
11,2012,964,1107,1,108,1108,1175,245,1,2,1,2201,1,55,964,801,79,12,16,12.08,2,13,3,1,3,2,2,2,2,1,2,2,3,2,2,0,1,3,1,4,2,1,2,1,3,1,3,4,999999,4,3,3,1,5,1,5,2,1,2,1,1,1,1,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,0,1,1,1,2,2,1,2,2,2,2,3,4,2,2,3,6,2,2,1,3,1,1,1,2,3,1,1,4,2,2,6,2,3,4,3,7,3,3,4,3,2,3,3,3,1,2,2,1,2,1,2,2,4,2,3,3,2,5,3,2,2,2,1,7,3,3,3,3,999999,999999,999999,999999,999999,999999,999999,999999,6,6,7,3,4,4,5,3,4,3,3,2,999999,999999,999999,3,1,1,0,0,0,0,0,999999,0,999999,0,1,1,1,1,1101,2,2,999999,2,2,2,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,4,4,888888,888888,7,888888,999999,4,1,1,1,1,3,2,4,4,3,888888,3,888888,888888,2,2,2,16,2,4,4,988888,988888,1957,1,4,2,3,1,1,11,9,2,2,2,2,0,0,2,4,4,2,0,2,1102,2,2,1,1,1,120,1,1,0,1,0,1,0,0,1,1,1,0,1,1,4,12.48,40,37,2,5,1,1,0,999999
